Works / Goods,Region,Location,Sector,Project,Funding Stage,Amount,Expenditure,Initial Phase Status,Procurement Phase Status,Contract Signing, Implementation Phase Status,Site handover date,Start Date,Actual completion date,Overall Status ,Type,Project ID,Latitude,Longitude,Donor,Implementation_duration
Works ,South,Sebha ,Health ,Rehabilitation of Clinic,Deepening,37043.18536,35793.87142,Completed,PO + Contract issuance done,12/12/2019,Substantial completion / handover done,12/25/2019 0:00,1/2/2020 0:00,5/2/2021,Completed,Clinic,98720,26.878575,14.42714444,Germany,507
Goods ,South,Sebha ,WASH,Supply of Sewage Suction Trucks,Deepening,322136.184,263166.2688,Completed,PO + Contract issuance done,7/4/2019,Substantial completion / handover done,,,7/22/2020,Completed,Sewage suction truck,112158,27.03821944,14.43168333,Germany,384
Goods ,South,Sebha ,WASH,Supply of Sewage Pumps,Deepening,152954.5484,105231.3666,Completed,PO + Contract issuance done,10/1/2019,Substantial completion / handover done,,,7/22/2020,Completed,Sewage Pump,112158,27.03821944,14.43168333,EU,295
Works ,South,Sebha ,WASH,Supply of Generators,Deepening,34072.90304,34061.46573,Completed,PO + Contract issuance done,6/21/2020,Substantial completion / handover done,9/3/2020 0:00,9/18/2020 0:00,12/20/2020,Completed,Public Infrastructure,112158,refer to list,refer to list,Germany,182
Works ,South,Sebha ,Energy ,Supply and Installation of Solar Street Lights,Deepening,1985669.675,1985669.675,Completed,PO + Contract issuance done,3/3/2020,Substantial completion / handover done,12/3/2020 0:00,12/10/2020 0:00,12/23/2021,Completed,Solar Street Light,112158,refer to list,refer to list,Germany,660
Works ,South,Sebha ,Public Infrastructure and Services,Rehabilitation of Public Infrastructure,Deepening,536641.9109,0,Completed,,4/11/2020,,,,,In Development,Public Infrastructure,,27.02655556,14.45752222,Germany,
Works ,South,Sebha ,Public Infrastructure and Services,Rehabilitation of Public Building,Deepening,78290.27339,22795.91082,Completed,PO + Contract issuance done,5/12/2021,Work progress over 75%,9/15/2021 0:00,10/25/2021 0:00,,Underway,Public Infrastructure,122619,27.00861667,14.43847222,EU,
Goods ,South,Sebha ,Energy ,Provision of Power Cables,Deepening,72812.15485,72812.15485,Completed,PO + Contract issuance done,7/30/2019,Substantial completion / handover done,,,9/8/2019,Completed,Cable,112158,27.00249722,14.46126944,USA,40
Works ,West,Sirt,Education ,Rehabilitation of School,Deepening,201438.7187,176856.9766,Completed,PO + Contract issuance done,4/15/2020,Substantial completion / handover done,4/26/2020 0:00,,10/28/2020,Completed,School,112158,31.199928,16.608344,Germany,196
Works ,West,Sirt,Education ,Rehabilitation of School,Deepening,97582.5147,87824.26323,Completed,PO + Contract issuance done,8/18/2021,Substantial completion / handover done,,,2/25/2022,Completed,School,122619,31.20936111,16.58605556,EU,191
Works ,West,Sirt,Education ,Rehabilitation of School,Deepening,120496.6297,120496.6297,Completed,PO + Contract issuance done,11/6/2020,Substantial completion / handover done,11/16/2020 0:00,,4/15/2021,Completed,School,122619,31.20805556,16.56603056,EU,160
Works ,West,Sirt,Education ,Rehabilitation of School,Deepening,588620.0048,0,To be initiated,,,,,,,In Development,School,,,,,
Goods ,West,Sirt,Health ,Supply of Generators,Deepening,81271.16022,0,Completed,,4/6/2022,,,,,Underway,Generator,122619,,,EU,
Goods ,West,Sirt,WASH,Supply of Generators,Deepening,66857.55865,0,Completed,,,,,,,In Development,Mechanical equipment,,,,,
Goods ,West,Sirt,WASH,Supply of Generators,Deepening,102899.6752,0,Completed,,4/6/2022,,,,,Underway,Generator,122619,,,EU,
Goods ,West,Sirt,WASH,Supply of Water Pumps,Deepening,38263.75733,0,Completed,PO + Contract issuance done,7/21/2022,,,,,Underway,Water Pump,112158,,,South Korea,
Goods ,West,Sirt,Public Infrastructure and Services,Supply of Generators,Deepening,88872.901,0,Completed,,4/6/2022,,,,,Underway,Vehicle,112158,,,Switzerland,
Goods ,West,Sirt,Public Infrastructure and Services,Supply of Generators,Deepening,82658.73329,0,Completed,,4/6/2022,,,,,Underway,Pesticide Sprayer,98720,,,Norway,
Goods ,West,Sirt,Public Infrastructure and Services,Supply of Generators,Deepening,104407.6817,0,BOQ development stage,,,,,,,In Development,Vehicle,,,,,
Works ,West,Sirt,Public Infrastructure and Services,Rehabilitation of Public Building,Deepening,45237.43202,45205.03523,Completed,PO + Contract issuance done,4/17/2021,Substantial completion / handover done,4/22/2021 0:00,4/29/2021 0:00,9/14/2021,Completed,Public Infrastructure,122619,31.21058333,16.58672222,EU,150
Goods ,West,Sirt,Health ,Supply of Generators,Deepening,119327.8928,0,Completed,,,,,,,In Development,Generator,,,,,
Works ,West,Sirt,Education ,Rehabilitation of School,Deepening,137591.9731,0,Completed,PO + Contract issuance done,9/3/2022,Site Handover done,9/4/2022 0:00,,,Underway,School,127766,31.19522222,16.57666667,Japan,
Goods ,West,Sirt,Health ,Supply of Ambulances,Deepening,71745.30176,0,Completed,,4/6/2022,,,,,Underway,Ambulance,127766,,,Japan,
Goods ,West,Tawergha,Health ,Supply of Ambulances,Broadening,39020.11044,0,Completed,PO + Contract issuance done,12/1/2018,Substantial completion / handover done,,,8/28/2019,Completed,Ambulance,112158,,,,270
Works ,West,Tawergha,Energy ,Supply and Installation of Solar Street Lights,Broadening,70864.45939,70864.45939,Completed,PO + Contract issuance done,9/3/2019,Substantial completion / handover done,,,1/23/2020,Completed,Solar Street Light,112158,,,EU,142
Works ,West,Tawergha,Education ,Rehabilitation of School,Broadening,71058.61637,71058.61637,Completed,PO + Contract issuance done,1/10/2020,Substantial completion / handover done,5/12/2020 0:00,,7/7/2020,Completed,School,112158,,,Germany,179
Works ,West,Tawergha,Education ,Rehabilitation of School,Broadening,49876.22435,49868.22671,Completed,PO + Contract issuance done,1/30/2020,Substantial completion / handover done,5/12/2020 0:00,,7/27/2020,Completed,School,112158,,,Germany,179
Works ,West,Tawergha,Education ,Rehabilitation of School,Broadening,51601.34609,51582.36146,Completed,PO + Contract issuance done,1/21/2020,Substantial completion / handover done,5/12/2020 0:00,5/16/2020 0:00,9/2/2020,Completed,School,112158,,,Germany,225
Goods ,West,Tawergha,Public Infrastructure and Services,Supply of Computer Equipment,Broadening,23771.7569,23771.7569,Completed,PO + Contract issuance done,4/29/2020,Substantial completion / handover done,,,10/31/2020,Completed,IT equipment,112158,,,Norway,185
Works ,West,Tawergha,Public Infrastructure and Services,Rehabilitation of Public Building,Broadening,5900.573397,5828.09962,Completed,PO + Contract issuance done,8/26/2020,Substantial completion / handover done,9/2/2020 0:00,9/2/2020 0:00,9/13/2020,Completed,Public Infrastructure,112158,,,Germany,18
Works ,West,Tawergha,Energy ,Supply and Installation of Solar Street Lights,Broadening,286228.1363,286228.1363,Completed,PO + Contract issuance done,11/16/2020,Substantial completion / handover done,12/17/2020 0:00,,8/23/2021,Completed,Solar Street Light,122619,,,EU,280
Goods ,West,Tawergha,WASH,Supply of Sewage Suction Trucks,Broadening,112989.8825,110121.5559,Completed,PO + Contract issuance done,12/31/2020,Substantial completion / handover done,,,3/22/2022,Completed,Sewage suction truck,112158,,,Libya,446
Goods ,West,Tawergha,WASH,Supply of Water Tankers,Broadening,65857.64134,54251.7816,Completed,PO + Contract issuance done,12/31/2020,Substantial completion / handover done,,,3/22/2022,Completed,Water Tanker,112158,,,Libya,446
Goods ,West,Tawergha,WASH,Supply of Pesticide Sprayer Trucks,Broadening,64524.11074,54309.06029,Completed,PO + Contract issuance done,12/31/2020,Substantial completion / handover done,,,9/8/2021,Completed,Pesticide Sprayer,112158,,,Libya,251
Works ,West,Tawergha,Health ,Rehabilitation of Clinic,Broadening,138433.2597,0,Completed,PO + Contract issuance done,1/22/2022,Work progress 50% - 75%,2/3/2022 0:00,,,Underway,Clinic,122619,,,EU,
Works ,West,Tawergha,Public Infrastructure and Services,Cleaning Works and Removal of War Remnants,Broadening,98419.04601,98419.04601,Completed,PO + Contract issuance done,5/3/2021,Substantial completion / handover done,6/9/2021 0:00,,8/25/2021,Completed,ERW removal,112158,,,UK,114
Works ,West,Tawergha,WASH,Supply of Water Pumps,Broadening,218721.2029,0,Completed,PO + Contract issuance done,6/14/2022,Site Handover done,6/22/2022 0:00,,,Underway,WASH equipment,112158,,,Libya,
Goods ,West,Tripoli,Solid Waste Management,Supply of Refuse Trailers,Deepening,1715388.524,1543358.503,Completed,PO + Contract issuance done,7/25/2019,Substantial completion / handover done,,,4/6/2020,Completed,Gargabe trailer,112158,,,Germany,256
Goods ,West,Tripoli,Solid Waste Management,Supply of Refuse Trailers,Deepening,566802.2641,520509.7766,Completed,PO + Contract issuance done,11/21/2019,Substantial completion / handover done,,,7/1/2020,Completed,Gargabe trailer,112158,,,EU,223
Works ,West,Tripoli,Public Infrastructure and Services,Supply & Installation of Eco-LED Street light,Deepening,227413.8948,0,Completed,PO + Contract issuance done,11/12/2021,,,,,Underway,LED Light,127766,,,Japan,
Works ,West,Tripoli,Public Infrastructure and Services,Rehabilitation of Public Infrastructure,Deepening,651825.1801,361881.2438,Completed,PO + Contract issuance done,6/20/2021,Work progress over 75%,9/29/2021 0:00,,,Underway,Public Infrastructure,112158,,,Libya,
Works ,West,Tripoli,Public Infrastructure and Services,Cleaning Works and Removal of War Remnants,Deepening,46816.13962,46816.13962,Completed,PO + Contract issuance done,12/30/2020,Substantial completion / handover done,,,3/31/2021,Completed,ERW removal,112158,,,Libya,91
Works ,West,Tripoli,Public Infrastructure and Services,Cleaning Works and Removal of War Remnants,Deepening,107037.3674,56749.18772,Completed,PO + Contract issuance done,4/8/2021,Substantial completion / handover done,,,8/9/2022,Completed,ERW removal,112158,,,UK,488
Works ,South,Ubari,Education ,Rehabilitation of University,Deepening,173128.6563,0,Completed,,,,,,,In Development,University,,26.58968611,12.76840833,Germany,
Works ,South,Ubari,Education ,Rehabilitation of University,Deepening,155825.3897,155781.179,Completed,PO + Contract issuance done,12/10/2019,Substantial completion / handover done,,12/24/2019 0:00,10/4/2020,Completed,University,112158,26.59029444,12.76851944,Netherlands,299
Works ,South,Ubari,Public Infrastructure and Services,Rehabilitation of Public Building,Deepening,345994.7089,345414.1489,Completed,PO + Contract issuance done,11/1/2019,Substantial completion / handover done,11/10/2019 0:00,,10/4/2020,Completed,Public Infrastructure,112158,26.59594444,12.77984722,EU,338
Works ,South,Ubari,Energy ,Supply and Installation of Solar Street Lights,Deepening,1000517.471,1000517.471,Completed,PO + Contract issuance done,1/9/2020,Substantial completion / handover done,,4/15/2020 0:00,11/26/2020,Completed,Solar Street Light,112158,26.58958333,12.77493889,Germany,322
Works ,South,Ubari,Public Infrastructure and Services,Rehabilitation of Public Infrastructure,Deepening,224228.6433,201800.1467,Completed,PO + Contract issuance done,12/24/2020,Substantial completion / handover done,,4/6/2021 0:00,3/27/2022,Completed,Public Infrastructure,112158,26.58765833,12.77708333,Libya,458
Works ,South,Ubari,Public Infrastructure and Services,Rehabilitation of Public Infrastructure,Deepening,20417.95062,20410.83812,Completed,PO + Contract issuance done,2/6/2021,Substantial completion / handover done,,2/21/2021 0:00,8/29/2021,Completed,Public Infrastructure,112158,,,South Korea,204
Works ,South,Ubari,Education ,Rehabilitation of University,Deepening,470870.2418,236025.3461,Completed,PO + Contract issuance done,9/24/2020,Works completed,10/26/2020 0:00,2/1/2021 0:00,,Underway,University,112158,,,UK,
Goods ,West,Tripoli,Covid-19,Covid-19 Medical Equipment,Deepening,13470.58467,13470.58467,Completed,PO + Contract issuance done,12/5/2019,Substantial completion / handover done,,,8/31/2020,Completed,,112158,,,Germany,270
Goods ,West,Tripoli,Covid-19,Covid-19 Medical Equipment,Deepening,86742.22305,0,Completed,PO + Contract issuance done,7/15/2019,Substantial completion / handover done,,,4/10/2020,Completed,,,,,,270
Goods ,West,Tripoli,Covid-19,Covid-19 Medical Equipment,Deepening,0,0,Completed,PO + Contract issuance done,1/19/2020,Substantial completion / handover done,,,10/15/2020,Completed,,,,,,270
Goods ,West,Tripoli,Covid-19,Covid-19 Medical Equipment,Deepening,59106.77826,0,Completed,Advertisement period completed,,,,,,With Procurement,,,,,Japan,
Works ,South,Kufra,Covid-19,Covid-19 Isolatin Centre,Broadening,21792.57911,21074.13672,Completed,PO + Contract issuance done,2/4/2021,Substantial completion / handover done,2/15/2021 0:00,2/28/2021 0:00,8/4/2021,Completed,Hospital,122619,,,EU,181
Goods ,South,Ghat,Covid-19,Covid-19 Medical Equipment,Broadening,63416.03886,0,Completed,PO + Contract issuance done,4/6/2020,Substantial completion / handover done,,,1/1/2021,Completed,Medical Equipment,,,,Germany,270
Works ,East,Derna,Covid-19,Covid-19 Isolatin Centre,Broadening,163477.9162,0,Completed,PO + Contract issuance done,12/3/2021,Work progress 50% - 75%,12/18/2021 0:00,,,Underway,Hospital,127766,,,Japan,
Goods ,South,Sebha ,Covid-19,Covid-19 Medical Equipment,Deepening,87511.28839,74622.43238,Completed,PO + Contract issuance done,6/3/2020,Substantial completion / handover done,,,2/28/2021,Completed,,98720,,,Norway,270
Goods ,East,Ajdabiya,Covid-19,Covid-19 Medical Equipment,Broadening,127602.9623,100640.1191,Completed,PO + Contract issuance done,5/21/2020,Substantial completion / handover done,,,2/15/2021,Completed,,98720,,,Norway,270
Goods ,West,Tripoli,Covid-19,Covid-19 Medical Equipment,Deepening,0,0,Completed,PO + Contract issuance done,5/1/2020,Substantial completion / handover done,,,1/26/2021,Completed,,,,,,270
Goods ,West,Tripoli,Covid-19,Covid-19 Medical Equipment,Deepening,147392.8445,146918.6854,Completed,PO + Contract issuance done,11/13/2020,Substantial completion / handover done,,,8/10/2021,Completed,,112158,,,Germany,270
Works ,West,Tripoli,Covid-19,Covid-19 Isolatin Centre,Deepening,206275.3189,206275.3189,Completed,PO + Contract issuance done,7/25/2021,Substantial completion / handover done,,,11/18/2021,Completed,Medical Equipment,127766,,,Japan,116
Works ,West,Tripoli,Covid-19,Covid-19 Isolatin Centre,Deepening,238260.0327,0,To be initiated,,,,,,,In Development,Medical Equipment,,,,,
